"city_id","city","country_id","last_update"
"302","Liaocheng","23","2021-03-06 15:51:52"
"303","Liepaja","54","2021-03-06 15:51:52"
"304","Lilongwe","58","2021-03-06 15:51:52"
"305","Lima","74","2021-03-06 15:51:52"
"306","Lincoln","103","2021-03-06 15:51:52"
"307","Linz","9","2021-03-06 15:51:52"
"308","Lipetsk","80","2021-03-06 15:51:52"
"309","Livorno","49","2021-03-06 15:51:52"
"310","Ljubertsy","80","2021-03-06 15:51:52"
"311","Loja","28","2021-03-06 15:51:52"
"312","London","102","2021-03-06 15:51:52"
"313","London","20","2021-03-06 15:51:52"
"314","Lublin","76","2021-03-06 15:51:52"
"315","Lubumbashi","25","2021-03-06 15:51:52"
"316","Lungtan","92","2021-03-06 15:51:52"
"317","Luzinia","15","2021-03-06 15:51:52"
"318","Madiun","45","2021-03-06 15:51:52"
"319","Mahajanga","57","2021-03-06 15:51:52"
"320","Maikop","80","2021-03-06 15:51:52"
"321","Malm","90","2021-03-06 15:51:52"
"322","Manchester","103","2021-03-06 15:51:52"
"323","Mandaluyong","75","2021-03-06 15:51:52"
"324","Mandi Bahauddin","72","2021-03-06 15:51:52"
"325","Mannheim","38","2021-03-06 15:51:52"
"326","Maracabo","104","2021-03-06 15:51:52"
"327","Mardan","72","2021-03-06 15:51:52"
"328","Maring","15","2021-03-06 15:51:52"
"329","Masqat","71","2021-03-06 15:51:52"
"330","Matamoros","60","2021-03-06 15:51:52"
"331","Matsue","50","2021-03-06 15:51:52"
"332","Meixian","23","2021-03-06 15:51:52"
"333","Memphis","103","2021-03-06 15:51:52"
"334","Merlo","6","2021-03-06 15:51:52"
"335","Mexicali","60","2021-03-06 15:51:52"
"336","Miraj","44","2021-03-06 15:51:52"
"337","Mit Ghamr","29","2021-03-06 15:51:52"
"338","Miyakonojo","50","2021-03-06 15:51:52"
"339","Mogiljov","13","2021-03-06 15:51:52"
"340","Molodetno","13","2021-03-06 15:51:52"
"341","Monclova","60","2021-03-06 15:51:52"
"342","Monywa","64","2021-03-06 15:51:52"
"343","Moscow","80","2021-03-06 15:51:52"
"344","Mosul","47","2021-03-06 15:51:52"
"345","Mukateve","100","2021-03-06 15:51:52"
"346","Munger (Monghyr)","44","2021-03-06 15:51:52"
"347","Mwanza","93","2021-03-06 15:51:52"
"348","Mwene-Ditu","25","2021-03-06 15:51:52"
"349","Myingyan","64","2021-03-06 15:51:52"
"350","Mysore","44","2021-03-06 15:51:52"
"351","Naala-Porto","63","2021-03-06 15:51:52"
"352","Nabereznyje Telny","80","2021-03-06 15:51:52"
"353","Nador","62","2021-03-06 15:51:52"
"354","Nagaon","44","2021-03-06 15:51:52"
"355","Nagareyama","50","2021-03-06 15:51:52"
"356","Najafabad","46","2021-03-06 15:51:52"
"357","Naju","86","2021-03-06 15:51:52"
"358","Nakhon Sawan","94","2021-03-06 15:51:52"
"359","Nam Dinh","105","2021-03-06 15:51:52"
"360","Namibe","4","2021-03-06 15:51:52"
"361","Nantou","92","2021-03-06 15:51:52"
"362","Nanyang","23","2021-03-06 15:51:52"
"363","NDjamna","21","2021-03-06 15:51:52"
"364","Newcastle","85","2021-03-06 15:51:52"
"365","Nezahualcyotl","60","2021-03-06 15:51:52"
"366","Nha Trang","105","2021-03-06 15:51:52"
"367","Niznekamsk","80","2021-03-06 15:51:52"
"368","Novi Sad","108","2021-03-06 15:51:52"
"369","Novoterkassk","80","2021-03-06 15:51:52"
"370","Nukualofa","95","2021-03-06 15:51:52"
"371","Nuuk","40","2021-03-06 15:51:52"
"372","Nyeri","52","2021-03-06 15:51:52"
"373","Ocumare del Tuy","104","2021-03-06 15:51:52"
"374","Ogbomosho","69","2021-03-06 15:51:52"
"375","Okara","72","2021-03-06 15:51:52"
"376","Okayama","50","2021-03-06 15:51:52"
"377","Okinawa","50","2021-03-06 15:51:52"
"378","Olomouc","26","2021-03-06 15:51:52"
"379","Omdurman","89","2021-03-06 15:51:52"
"380","Omiya","50","2021-03-06 15:51:52"
"381","Ondo","69","2021-03-06 15:51:52"
"382","Onomichi","50","2021-03-06 15:51:52"
"383","Oshawa","20","2021-03-06 15:51:52"
"384","Osmaniye","97","2021-03-06 15:51:52"
"385","ostka","100","2021-03-06 15:51:52"
"386","Otsu","50","2021-03-06 15:51:52"
"387","Oulu","33","2021-03-06 15:51:52"
"388","Ourense (Orense)","87","2021-03-06 15:51:52"
"389","Owo","69","2021-03-06 15:51:52"
"390","Oyo","69","2021-03-06 15:51:52"
"391","Ozamis","75","2021-03-06 15:51:52"
"392","Paarl","85","2021-03-06 15:51:52"
"393","Pachuca de Soto","60","2021-03-06 15:51:52"
"394","Pak Kret","94","2021-03-06 15:51:52"
"395","Palghat (Palakkad)","44","2021-03-06 15:51:52"
"396","Pangkal Pinang","45","2021-03-06 15:51:52"
"397","Papeete","36","2021-03-06 15:51:52"
"398","Parbhani","44","2021-03-06 15:51:52"
"399","Pathankot","44","2021-03-06 15:51:52"
"400","Patiala","44","2021-03-06 15:51:52"
"401","Patras","39","2021-03-06 15:51:52"
"402","Pavlodar","51","2021-03-06 15:51:52"
"403","Pemalang","45","2021-03-06 15:51:52"
"404","Peoria","103","2021-03-06 15:51:52"
"405","Pereira","24","2021-03-06 15:51:52"
"406","Phnom Penh","18","2021-03-06 15:51:52"
"407","Pingxiang","23","2021-03-06 15:51:52"
"408","Pjatigorsk","80","2021-03-06 15:51:52"
"409","Plock","76","2021-03-06 15:51:52"
"410","Po","15","2021-03-06 15:51:52"
"411","Ponce","77","2021-03-06 15:51:52"
"412","Pontianak","45","2021-03-06 15:51:52"
"413","Poos de Caldas","15","2021-03-06 15:51:52"
"414","Portoviejo","28","2021-03-06 15:51:52"
"415","Probolinggo","45","2021-03-06 15:51:52"
"416","Pudukkottai","44","2021-03-06 15:51:52"
"417","Pune","44","2021-03-06 15:51:52"
"418","Purnea (Purnia)","44","2021-03-06 15:51:53"
"419","Purwakarta","45","2021-03-06 15:51:53"
"420","Pyongyang","70","2021-03-06 15:51:53"
"421","Qalyub","29","2021-03-06 15:51:53"
"422","Qinhuangdao","23","2021-03-06 15:51:53"
"423","Qomsheh","46","2021-03-06 15:51:53"
"424","Quilmes","6","2021-03-06 15:51:53"
"425","Rae Bareli","44","2021-03-06 15:51:53"
"426","Rajkot","44","2021-03-06 15:51:53"
"427","Rampur","44","2021-03-06 15:51:53"
"428","Rancagua","22","2021-03-06 15:51:53"
"429","Ranchi","44","2021-03-06 15:51:53"
"430","Richmond Hill","20","2021-03-06 15:51:53"
"431","Rio Claro","15","2021-03-06 15:51:53"
"432","Rizhao","23","2021-03-06 15:51:53"
"433","Roanoke","103","2021-03-06 15:51:53"
"434","Robamba","28","2021-03-06 15:51:53"
"435","Rockford","103","2021-03-06 15:51:53"
"436","Ruse","17","2021-03-06 15:51:53"
"437","Rustenburg","85","2021-03-06 15:51:53"
"438","s-Hertogenbosch","67","2021-03-06 15:51:53"
"439","Saarbrcken","38","2021-03-06 15:51:53"
"440","Sagamihara","50","2021-03-06 15:51:53"
"441","Saint Louis","103","2021-03-06 15:51:53"
"442","Saint-Denis","79","2021-03-06 15:51:53"
"443","Sal","62","2021-03-06 15:51:53"
"444","Salala","71","2021-03-06 15:51:53"
"445","Salamanca","60","2021-03-06 15:51:53"
"446","Salinas","103","2021-03-06 15:51:53"
"447","Salzburg","9","2021-03-06 15:51:53"
"448","Sambhal","44","2021-03-06 15:51:53"
"449","San Bernardino","103","2021-03-06 15:51:53"
"450","San Felipe de Puerto Plata","27","2021-03-06 15:51:53"
"451","San Felipe del Progreso","60","2021-03-06 15:51:53"
"452","San Juan Bautista Tuxtepec","60","2021-03-06 15:51:53"
"453","San Lorenzo","73","2021-03-06 15:51:53"
"454","San Miguel de Tucumn","6","2021-03-06 15:51:53"
"455","Sanaa","107","2021-03-06 15:51:53"
"456","Santa Brbara dOeste","15","2021-03-06 15:51:53"
"457","Santa F","6","2021-03-06 15:51:53"
"458","Santa Rosa","75","2021-03-06 15:51:53"
"459","Santiago de Compostela","87","2021-03-06 15:51:53"
"460","Santiago de los Caballeros","27","2021-03-06 15:51:53"
"461","Santo Andr","15","2021-03-06 15:51:53"
"462","Sanya","23","2021-03-06 15:51:53"
"463","Sasebo","50","2021-03-06 15:51:53"
"464","Satna","44","2021-03-06 15:51:53"
"465","Sawhaj","29","2021-03-06 15:51:53"
"466","Serpuhov","80","2021-03-06 15:51:53"
"467","Shahr-e Kord","46","2021-03-06 15:51:53"
"468","Shanwei","23","2021-03-06 15:51:53"
"469","Shaoguan","23","2021-03-06 15:51:53"
"470","Sharja","101","2021-03-06 15:51:53"
"471","Shenzhen","23","2021-03-06 15:51:53"
"472","Shikarpur","72","2021-03-06 15:51:53"
"473","Shimoga","44","2021-03-06 15:51:53"
"474","Shimonoseki","50","2021-03-06 15:51:53"
"475","Shivapuri","44","2021-03-06 15:51:53"
"476","Shubra al-Khayma","29","2021-03-06 15:51:53"
"477","Siegen","38","2021-03-06 15:51:53"
"478","Siliguri (Shiliguri)","44","2021-03-06 15:51:53"
"479","Simferopol","100","2021-03-06 15:51:53"
"480","Sincelejo","24","2021-03-06 15:51:53"
"481","Sirjan","46","2021-03-06 15:51:53"
"482","Sivas","97","2021-03-06 15:51:53"
"483","Skikda","2","2021-03-06 15:51:53"
"484","Smolensk","80","2021-03-06 15:51:53"
"485","So Bernardo do Campo","15","2021-03-06 15:51:53"
"486","So Leopoldo","15","2021-03-06 15:51:53"
"487","Sogamoso","24","2021-03-06 15:51:53"
"488","Sokoto","69","2021-03-06 15:51:53"
"489","Songkhla","94","2021-03-06 15:51:53"
"490","Sorocaba","15","2021-03-06 15:51:53"
"491","Soshanguve","85","2021-03-06 15:51:53"
"492","Sousse","96","2021-03-06 15:51:53"
"493","South Hill","5","2021-03-06 15:51:53"
"494","Southampton","102","2021-03-06 15:51:53"
"495","Southend-on-Sea","102","2021-03-06 15:51:53"
"496","Southport","102","2021-03-06 15:51:53"
"497","Springs","85","2021-03-06 15:51:53"
"498","Stara Zagora","17","2021-03-06 15:51:53"
"499","Sterling Heights","103","2021-03-06 15:51:53"
"500","Stockport","102","2021-03-06 15:51:53"
"501","Sucre","14","2021-03-06 15:51:53"
"502","Suihua","23","2021-03-06 15:51:53"
"503","Sullana","74","2021-03-06 15:51:53"
"504","Sultanbeyli","97","2021-03-06 15:51:53"
"505","Sumqayit","10","2021-03-06 15:51:53"
"506","Sumy","100","2021-03-06 15:51:53"
"507","Sungai Petani","59","2021-03-06 15:51:53"
"508","Sunnyvale","103","2021-03-06 15:51:53"
"509","Surakarta","45","2021-03-06 15:51:53"
"510","Syktyvkar","80","2021-03-06 15:51:53"
"511","Syrakusa","49","2021-03-06 15:51:53"
"512","Szkesfehrvr","43","2021-03-06 15:51:53"
"513","Tabora","93","2021-03-06 15:51:53"
"514","Tabriz","46","2021-03-06 15:51:53"
"515","Tabuk","82","2021-03-06 15:51:53"
"516","Tafuna","3","2021-03-06 15:51:53"
"517","Taguig","75","2021-03-06 15:51:53"
"518","Taizz","107","2021-03-06 15:51:53"
"519","Talavera","75","2021-03-06 15:51:53"
"520","Tallahassee","103","2021-03-06 15:51:53"
"521","Tama","50","2021-03-06 15:51:53"
"522","Tambaram","44","2021-03-06 15:51:53"
"523","Tanauan","75","2021-03-06 15:51:53"
"524","Tandil","6","2021-03-06 15:51:53"
"525","Tangail","12","2021-03-06 15:51:53"
"526","Tanshui","92","2021-03-06 15:51:53"
"527","Tanza","75","2021-03-06 15:51:53"
"528","Tarlac","75","2021-03-06 15:51:53"
"529","Tarsus","97","2021-03-06 15:51:53"
"530","Tartu","30","2021-03-06 15:51:53"
"531","Teboksary","80","2021-03-06 15:51:53"
"532","Tegal","45","2021-03-06 15:51:53"
"533","Tel Aviv-Jaffa","48","2021-03-06 15:51:53"
"534","Tete","63","2021-03-06 15:51:53"
"535","Tianjin","23","2021-03-06 15:51:53"
"536","Tiefa","23","2021-03-06 15:51:53"
"537","Tieli","23","2021-03-06 15:51:53"
"538","Tokat","97","2021-03-06 15:51:53"
"539","Tonghae","86","2021-03-06 15:51:53"
"540","Tongliao","23","2021-03-06 15:51:53"
"541","Torren","60","2021-03-06 15:51:53"
"542","Touliu","92","2021-03-06 15:51:53"
"543","Toulon","34","2021-03-06 15:51:53"
"544","Toulouse","34","2021-03-06 15:51:53"
"545","Trshavn","32","2021-03-06 15:51:53"
"546","Tsaotun","92","2021-03-06 15:51:54"
"547","Tsuyama","50","2021-03-06 15:51:54"
"548","Tuguegarao","75","2021-03-06 15:51:54"
"549","Tychy","76","2021-03-06 15:51:54"
"550","Udaipur","44","2021-03-06 15:51:54"
"551","Udine","49","2021-03-06 15:51:54"
"552","Ueda","50","2021-03-06 15:51:54"
"553","Uijongbu","86","2021-03-06 15:51:54"
"554","Uluberia","44","2021-03-06 15:51:54"
"555","Urawa","50","2021-03-06 15:51:54"
"556","Uruapan","60","2021-03-06 15:51:54"
"557","Usak","97","2021-03-06 15:51:54"
"558","Usolje-Sibirskoje","80","2021-03-06 15:51:54"
"559","Uttarpara-Kotrung","44","2021-03-06 15:51:54"
"560","Vaduz","55","2021-03-06 15:51:54"
"561","Valencia","104","2021-03-06 15:51:54"
"562","Valle de la Pascua","104","2021-03-06 15:51:54"
"563","Valle de Santiago","60","2021-03-06 15:51:54"
"564","Valparai","44","2021-03-06 15:51:54"
"565","Vancouver","20","2021-03-06 15:51:54"
"566","Varanasi (Benares)","44","2021-03-06 15:51:54"
"567","Vicente Lpez","6","2021-03-06 15:51:54"
"568","Vijayawada","44","2021-03-06 15:51:54"
"569","Vila Velha","15","2021-03-06 15:51:54"
"570","Vilnius","56","2021-03-06 15:51:54"
"571","Vinh","105","2021-03-06 15:51:54"
"572","Vitria de Santo Anto","15","2021-03-06 15:51:54"
"573","Warren","103","2021-03-06 15:51:54"
"574","Weifang","23","2021-03-06 15:51:54"
"575","Witten","38","2021-03-06 15:51:54"
"576","Woodridge","8","2021-03-06 15:51:54"
"577","Wroclaw","76","2021-03-06 15:51:54"
"578","Xiangfan","23","2021-03-06 15:51:54"
"579","Xiangtan","23","2021-03-06 15:51:54"
"580","Xintai","23","2021-03-06 15:51:54"
"581","Xinxiang","23","2021-03-06 15:51:54"
"582","Yamuna Nagar","44","2021-03-06 15:51:54"
"583","Yangor","65","2021-03-06 15:51:54"
"584","Yantai","23","2021-03-06 15:51:54"
"585","Yaound","19","2021-03-06 15:51:54"
"586","Yerevan","7","2021-03-06 15:51:54"
"587","Yinchuan","23","2021-03-06 15:51:54"
"588","Yingkou","23","2021-03-06 15:51:54"
"589","York","102","2021-03-06 15:51:54"
"590","Yuncheng","23","2021-03-06 15:51:54"
"591","Yuzhou","23","2021-03-06 15:51:54"
"592","Zalantun","23","2021-03-06 15:51:54"
"593","Zanzibar","93","2021-03-06 15:51:54"
"594","Zaoyang","23","2021-03-06 15:51:54"
"595","Zapopan","60","2021-03-06 15:51:54"
"596","Zaria","69","2021-03-06 15:51:54"
"597","Zeleznogorsk","80","2021-03-06 15:51:54"
"598","Zhezqazghan","51","2021-03-06 15:51:54"
"599","Zhoushan","23","2021-03-06 15:51:54"
"600","Ziguinchor","83","2021-03-06 15:51:54"
